0.0e0 -2.0e0 1.2209079e1 1.2209079e1
1.25e-2 -2.0e0 1.21740524e1 1.21740524e1
2.5e-2 -2.0e0 1.21315538e1 1.21315538e1
3.75e-2 -2.0e0 1.20809795e1 1.20809795e1
5.0e-2 -2.0e0 1.2025121e1 1.2025121e1
6.25e-2 -2.0e0 1.1959785e1 1.1959785e1
7.5e-2 -2.0e0 1.18893271e1 1.18893271e1
8.75e-2 -2.0e0 1.18100255e1 1.18100255e1
1.0e-1 -2.0e0 1.17259618e1 1.17259618e1
1.125e-1 -2.0e0 1.16353218e1 1.16353218e1
1.25e-1 -2.0e0 1.15387749e1 1.15387749e1
1.375e-1 -2.0e0 1.1436312e1 1.1436312e1
1.5e-1 -2.0e0 1.13284435e1 1.13284435e1
1.625e-1 -2.0e0 1.12151743e1 1.12151743e1
1.75e-1 -2.0e0 1.10966507e1 1.10966507e1
1.875e-1 -2.0e0 1.09737086e1 1.09737086e1
2.0e-1 -2.0e0 1.08479979e1 1.08479979e1
2.125e-1 -2.0e0 1.07168027e1 1.07168027e1
2.25e-1 -2.0e0 1.05817038e1 1.05817038e1
2.375e-1 -2.0e0 1.04449759e1 1.04449759e1
2.5e-1 -2.0e0 1.0305234e1 1.0305234e1

0.0e0 -1.8e0 1.06890778e1 1.06890778e1
1.25e-2 -1.8e0 1.06540512e1 1.06540512e1
2.5e-2 -1.8e0 1.06115526e1 1.06115526e1
3.75e-2 -1.8e0 1.05609782e1 1.05609782e1
5.0e-2 -1.8e0 1.05051198e1 1.05051198e1
6.25e-2 -1.8e0 1.04397838e1 1.04397838e1
7.5e-2 -1.8e0 1.03693259e1 1.03693259e1
8.75e-2 -1.8e0 1.02900243e1 1.02900243e1
1.0e-1 -1.8e0 1.02059605e1 1.02059605e1
1.125e-1 -1.8e0 1.01153206e1 1.01153206e1
1.25e-1 -1.8e0 1.00187737e1 1.00187737e1
1.375e-1 -1.8e0 9.9163107e0 9.9163107e0
1.5e-1 -1.8e0 9.8084422e0 9.8084422e0
1.625e-1 -1.8e0 9.695173e0 9.695173e0
1.75e-1 -1.8e0 9.5766495e0 9.5766495e0
1.875e-1 -1.8e0 9.4537074e0 9.4537074e0
2.0e-1 -1.8e0 9.3279967e0 9.3279967e0
2.125e-1 -1.8e0 9.1968015e0 9.1968015e0
2.25e-1 -1.8e0 9.0617026e0 9.0617026e0
2.375e-1 -1.8e0 8.9249747e0 8.9249747e0
2.5e-1 -1.8e0 8.7852328e0 8.7852328e0

0.0e0 -1.6e0 9.3290802e0 9.3290802e0
1.25e-2 -1.6e0 9.2940536e0 9.2940536e0
2.5e-2 -1.6e0 9.251555e0 9.251555e0
3.75e-2 -1.6e0 9.2009807e0 9.2009807e0
5.0e-2 -1.6e0 9.1451222e0 9.1451222e0
6.25e-2 -1.6e0 9.0797862e0 9.0797862e0
7.5e-2 -1.6e0 9.0093283e0 9.0093283e0
8.75e-2 -1.6e0 8.9300267e0 8.9300267e0
1.0e-1 -1.6e0 8.845963e0 8.845963e0
1.125e-1 -1.6e0 8.755323e0 8.755323e0
1.25e-1 -1.6e0 8.6587761e0 8.6587761e0
1.375e-1 -1.6e0 8.5563132e0 8.5563132e0
1.5e-1 -1.6e0 8.4484447e0 8.4484447e0
1.625e-1 -1.6e0 8.3351755e0 8.3351755e0
1.75e-1 -1.6e0 8.2166519e0 8.2166519e0
1.875e-1 -1.6e0 8.0937099e0 8.0937099e0
2.0e-1 -1.6e0 7.9679991e0 7.9679991e0
2.125e-1 -1.6e0 7.8368039e0 7.8368039e0
2.25e-1 -1.6e0 7.701705e0 7.701705e0
2.375e-1 -1.6e0 7.5649771e0 7.5649771e0
2.5e-1 -1.6e0 7.4252353e0 7.4252353e0

0.0e0 -1.4e0 8.129079e0 8.129079e0
1.25e-2 -1.4e0 8.0940524e0 8.0940524e0
2.5e-2 -1.4e0 8.0515538e0 8.0515538e0
3.75e-2 -1.4e0 8.0009795e0 8.0009795e0
5.0e-2 -1.4e0 7.945121e0 7.945121e0
6.25e-2 -1.4e0 7.879785e0 7.879785e0
7.5e-2 -1.4e0 7.8093271e0 7.8093271e0
8.75e-2 -1.4e0 7.7300255e0 7.7300255e0
1.0e-1 -1.4e0 7.6459618e0 7.6459618e0
1.125e-1 -1.4e0 7.5553218e0 7.5553218e0
1.25e-1 -1.4e0 7.4587749e0 7.4587749e0
1.375e-1 -1.4e0 7.356312e0 7.356312e0
1.5e-1 -1.4e0 7.2484435e0 7.2484435e0
1.625e-1 -1.4e0 7.1351743e0 7.1351743e0
1.75e-1 -1.4e0 7.0166507e0 7.0166507e0
1.875e-1 -1.4e0 6.8937086e0 6.8937086e0
2.0e-1 -1.4e0 6.7679979e0 6.7679979e0
2.125e-1 -1.4e0 6.6368027e0 6.6368027e0
2.25e-1 -1.4e0 6.5017038e0 6.5017038e0
2.375e-1 -1.4e0 6.3649759e0 6.3649759e0
2.5e-1 -1.4e0 6.225234e0 6.225234e0

0.0e0 -1.2e0 7.089079e0 7.089079e0
1.25e-2 -1.2e0 7.0540524e0 7.0540524e0
2.5e-2 -1.2e0 7.0115538e0 7.0115538e0
3.75e-2 -1.2e0 6.9609795e0 6.9609795e0
5.0e-2 -1.2e0 6.905121e0 6.905121e0
6.25e-2 -1.2e0 6.839785e0 6.839785e0
7.5e-2 -1.2e0 6.7693271e0 6.7693271e0
8.75e-2 -1.2e0 6.6900255e0 6.6900255e0
1.0e-1 -1.2e0 6.6059618e0 6.6059618e0
1.125e-1 -1.2e0 6.5153218e0 6.5153218e0
1.25e-1 -1.2e0 6.4187749e0 6.4187749e0
1.375e-1 -1.2e0 6.316312e0 6.316312e0
1.5e-1 -1.2e0 6.2084435e0 6.2084435e0
1.625e-1 -1.2e0 6.0951743e0 6.0951743e0
1.75e-1 -1.2e0 5.9766507e0 5.9766507e0
1.875e-1 -1.2e0 5.8537086e0 5.8537086e0
2.0e-1 -1.2e0 5.7279979e0 5.7279979e0
2.125e-1 -1.2e0 5.5968027e0 5.5968027e0
2.25e-1 -1.2e0 5.4617038e0 5.4617038e0
2.375e-1 -1.2e0 5.3249759e0 5.3249759e0
2.5e-1 -1.2e0 5.185234e0 5.185234e0

0.0e0 -1.0e0 6.209079e0 6.209079e0
1.25e-2 -1.0e0 6.1740524e0 6.1740524e0
2.5e-2 -1.0e0 6.1315538e0 6.1315538e0
3.75e-2 -1.0e0 6.0809795e0 6.0809795e0
5.0e-2 -1.0e0 6.025121e0 6.025121e0
6.25e-2 -1.0e0 5.959785e0 5.959785e0
7.5e-2 -1.0e0 5.8893271e0 5.8893271e0
8.75e-2 -1.0e0 5.8100255e0 5.8100255e0
1.0e-1 -1.0e0 5.7259618e0 5.7259618e0
1.125e-1 -1.0e0 5.6353218e0 5.6353218e0
1.25e-1 -1.0e0 5.5387749e0 5.5387749e0
