-5.0e-1 -2.0e0 7.4173064e0 7.4173064e0
-2.40001e-1 -2.0e0 1.12625415e1 1.12625415e1
1.999799e-2 -2.0e0 1.21504044e1 1.21504044e1
2.7999698e-1 -2.0e0 9.9570628e0 9.9570628e0
5.3999597e-1 -2.0e0 6.9670355e0 6.9670355e0
7.9999496e-1 -2.0e0 5.4652557e0 5.4652557e0
1.05999396e0 -2.0e0 5.897523e0 5.897523e0
1.3199928e0 -2.0e0 7.0327689e0 7.0327689e0
1.5799918e0 -2.0e0 7.5017723e0 7.5017723e0
1.8399907e0 -2.0e0 7.0426251e0 7.0426251e0
2.0999896e0 -2.0e0 6.4307298e0 6.4307298e0
2.3599886e0 -2.0e0 6.4825706e0 6.4825706e0
2.6199875e0 -2.0e0 7.2469186e0 7.2469186e0
2.8799864e0 -2.0e0 8.075556e0 8.075556e0
3.1399854e0 -2.0e0 8.3211922e0 8.3211922e0
3.3999843e0 -2.0e0 7.9046994e0 7.9046994e0
3.6599832e0 -2.0e0 7.275279e0 7.275279e0
3.9199821e0 -2.0e0 6.9274586e0 6.9274586e0
4.1799811e0 -2.0e0 6.990659e0 6.990659e0
4.43998e0 -2.0e0 7.2272902e0 7.2272902e0
4.699979e0 -2.0e0 7.3423125e0 7.3423125e0

-5.0e-1 -1.8e0 5.8973051e0 5.8973051e0
-2.40001e-1 -1.8e0 9.7425403e0 9.7425403e0
1.999799e-2 -1.8e0 1.06304031e1 1.06304031e1
2.7999698e-1 -1.8e0 8.4370616e0 8.4370616e0
5.3999597e-1 -1.8e0 5.4470343e0 5.4470343e0
7.9999496e-1 -1.8e0 3.9452545e0 3.9452545e0
1.05999396e0 -1.8e0 4.3775218e0 4.3775218e0
1.3199928e0 -1.8e0 5.5127676e0 5.5127676e0
1.5799918e0 -1.8e0 5.9817711e0 5.9817711e0
1.8399907e0 -1.8e0 5.5226239e0 5.5226239e0
2.0999896e0 -1.8e0 4.9107286e0 4.9107286e0
2.3599886e0 -1.8e0 4.9625694e0 4.9625694e0
2.6199875e0 -1.8e0 5.7269174e0 5.7269174e0
2.8799864e0 -1.8e0 6.5555548e0 6.5555548e0
3.1399854e0 -1.8e0 6.801191e0 6.801191e0
3.3999843e0 -1.8e0 6.3846982e0 6.3846982e0
3.6599832e0 -1.8e0 5.7552777e0 5.7552777e0
3.9199821e0 -1.8e0 5.4074574e0 5.4074574e0
4.1799811e0 -1.8e0 5.4706578e0 5.4706578e0
4.43998e0 -1.8e0 5.707289e0 5.707289e0
4.699979e0 -1.8e0 5.8223112e0 5.8223112e0

-5.0e-1 -1.6e0 4.5373076e0 4.5373076e0
-2.40001e-1 -1.6e0 8.3825427e0 8.3825427e0
1.999799e-2 -1.6e0 9.2704056e0 9.2704056e0
2.7999698e-1 -1.6e0 7.077064e0 7.077064e0
5.3999597e-1 -1.6e0 4.0870367e0 4.0870367e0
7.9999496e-1 -1.6e0 2.585257e0 2.585257e0
1.05999396e0 -1.6e0 3.0175243e0 3.0175243e0
1.3199928e0 -1.6e0 4.1527701e0 4.1527701e0
1.5799918e0 -1.6e0 4.6217735e0 4.6217735e0
1.8399907e0 -1.6e0 4.1626263e0 4.1626263e0
